vicidgeo,lat,long
0,52.84375,-124.59375
0,52.84375,-124.53125
0,52.84375,-124.46875
0,52.84375,-124.40625
0,52.84375,-124.34375
0,52.84375,-124.28125
0,52.84375,-124.21875
0,52.84375,-124.15625
0,52.84375,-124.09375
0,52.84375,-124.03125
0,52.84375,-123.96875
0,52.84375,-123.90625
0,52.84375,-123.84375
0,52.84375,-123.78125
0,52.84375,-123.71875
0,52.84375,-123.65625
0,52.84375,-123.59375
0,52.84375,-123.53125
0,52.84375,-123.46875
0,52.84375,-123.40625
0,52.84375,-123.34375
0,52.84375,-123.28125
0,52.84375,-123.21875
0,52.84375,-123.15625
0,52.84375,-123.09375
0,52.84375,-123.03125
0,52.84375,-122.96875
0,52.84375,-122.90625
0,52.84375,-122.84375
0,52.84375,-122.78125
0,52.84375,-122.71875
0,52.84375,-122.65625
0,52.84375,-122.59375
0,52.84375,-122.53125
0,52.84375,-122.46875
0,52.84375,-122.40625
0,52.84375,-122.34375
0,52.84375,-122.28125
0,52.84375,-122.21875
0,52.84375,-122.15625
0,52.84375,-122.09375
0,52.84375,-122.03125
0,52.84375,-121.96875
0,52.84375,-121.90625
0,52.84375,-121.84375
0,52.84375,-121.78125
0,52.84375,-121.71875
0,52.84375,-121.65625
0,52.84375,-121.59375
0,52.84375,-121.53125
0,52.84375,-121.46875
0,52.84375,-121.40625
0,52.84375,-121.34375
0,52.84375,-121.28125
0,52.84375,-121.21875
0,52.84375,-121.15625
0,52.84375,-121.09375
0,52.84375,-121.03125
0,52.84375,-120.96875
0,52.84375,-120.90625
0,52.84375,-120.84375
0,52.84375,-120.78125
0,52.84375,-120.71875
0,52.84375,-120.65625
0,52.84375,-120.59375
0,52.84375,-120.53125
0,52.84375,-120.46875
0,52.84375,-120.40625
0,52.84375,-120.34375
0,52.84375,-120.28125
0,52.84375,-120.21875
0,52.84375,-120.15625
0,52.84375,-120.09375
0,52.84375,-120.03125
0,52.84375,-119.96875
0,52.84375,-119.90625
0,52.84375,-119.84375
0,52.84375,-119.78125
0,52.84375,-119.71875
0,52.84375,-119.65625
0,52.84375,-119.59375
0,52.84375,-119.53125
0,52.84375,-119.46875
0,52.84375,-119.40625
0,52.84375,-119.34375
0,52.84375,-119.28125
0,52.84375,-119.21875
413054,52.84375,-119.15625
413055,52.84375,-119.09375
413056,52.84375,-119.03125
413057,52.84375,-118.96875
0,52.84375,-118.90625
0,52.84375,-118.84375
0,52.84375,-118.78125
0,52.84375,-118.71875
0,52.84375,-118.65625
0,52.84375,-118.59375
0,52.84375,-118.53125
0,52.84375,-118.46875
0,52.84375,-118.40625
0,52.84375,-118.34375
0,52.84375,-118.28125
0,52.84375,-118.21875
0,52.84375,-118.15625
0,52.84375,-118.09375
0,52.84375,-118.03125
0,52.84375,-117.96875
0,52.84375,-117.90625
0,52.84375,-117.84375
0,52.84375,-117.78125
0,52.84375,-117.71875
0,52.84375,-117.65625
0,52.84375,-117.59375
0,52.84375,-117.53125
0,52.84375,-117.46875
0,52.84375,-117.40625
0,52.84375,-117.34375
0,52.84375,-117.28125
0,52.84375,-117.21875
0,52.84375,-117.15625
0,52.84375,-117.09375
0,52.84375,-117.03125
0,52.84375,-116.96875
0,52.84375,-116.90625
0,52.84375,-116.84375
0,52.84375,-116.78125
0,52.84375,-116.71875
0,52.84375,-116.65625
0,52.84375,-116.59375
0,52.84375,-116.53125
0,52.84375,-116.46875
0,52.84375,-116.40625
0,52.84375,-116.34375
0,52.84375,-116.28125
0,52.84375,-116.21875
0,52.84375,-116.15625
0,52.84375,-116.09375
0,52.84375,-116.03125
0,52.84375,-115.96875
0,52.84375,-115.90625
0,52.84375,-115.84375
0,52.84375,-115.78125
0,52.84375,-115.71875
0,52.84375,-115.65625
0,52.84375,-115.59375
0,52.84375,-115.53125
0,52.84375,-115.46875
0,52.84375,-115.40625
0,52.84375,-115.34375
0,52.84375,-115.28125
0,52.84375,-115.21875
0,52.84375,-115.15625
0,52.84375,-115.09375
0,52.84375,-115.03125
0,52.84375,-114.96875
0,52.84375,-114.90625
0,52.84375,-114.84375
0,52.84375,-114.78125
0,52.84375,-114.71875
0,52.84375,-114.65625
0,52.84375,-114.59375
0,52.84375,-114.53125
0,52.84375,-114.46875
0,52.84375,-114.40625
0,52.84375,-114.34375
0,52.84375,-114.28125
0,52.84375,-114.21875
0,52.84375,-114.15625
0,52.84375,-114.09375
0,52.84375,-114.03125
0,52.84375,-113.96875
0,52.84375,-113.90625
0,52.84375,-113.84375
0,52.84375,-113.78125
0,52.84375,-113.71875
0,52.84375,-113.65625
0,52.84375,-113.59375
0,52.84375,-113.53125
0,52.84375,-113.46875
0,52.84375,-113.40625
0,52.84375,-113.34375
0,52.84375,-113.28125
0,52.84375,-113.21875
0,52.84375,-113.15625
0,52.84375,-113.09375
0,52.84375,-113.03125
0,52.84375,-112.96875
0,52.84375,-112.90625
0,52.84375,-112.84375
0,52.84375,-112.78125
0,52.84375,-112.71875
0,52.84375,-112.65625
0,52.84375,-112.59375
0,52.84375,-112.53125
0,52.84375,-112.46875
0,52.84375,-112.40625
0,52.84375,-112.34375
0,52.84375,-112.28125
0,52.84375,-112.21875
0,52.84375,-112.15625
0,52.84375,-112.09375
0,52.84375,-112.03125
0,52.84375,-111.96875
0,52.84375,-111.90625
0,52.84375,-111.84375
0,52.84375,-111.78125
0,52.84375,-111.71875
0,52.84375,-111.65625
0,52.84375,-111.59375
0,52.84375,-111.53125
0,52.84375,-111.46875
0,52.84375,-111.40625
0,52.84375,-111.34375
0,52.84375,-111.28125
0,52.84375,-111.21875
0,52.84375,-111.15625
0,52.84375,-111.09375
0,52.84375,-111.03125
0,52.84375,-110.96875
0,52.84375,-110.90625
0,52.84375,-110.84375
0,52.84375,-110.78125
0,52.84375,-110.71875
0,52.84375,-110.65625
0,52.84375,-110.59375
0,52.84375,-110.53125
0,52.84375,-110.46875
0,52.84375,-110.40625
0,52.84375,-110.34375
0,52.84375,-110.28125
0,52.84375,-110.21875
0,52.84375,-110.15625
0,52.84375,-110.09375
0,52.84375,-110.03125
0,52.78125,-124.59375
0,52.78125,-124.53125
0,52.78125,-124.46875
0,52.78125,-124.40625
0,52.78125,-124.34375
0,52.78125,-124.28125
0,52.78125,-124.21875
0,52.78125,-124.15625
0,52.78125,-124.09375
0,52.78125,-124.03125
0,52.78125,-123.96875
0,52.78125,-123.90625
0,52.78125,-123.84375
0,52.78125,-123.78125
0,52.78125,-123.71875
0,52.78125,-123.65625
0,52.78125,-123.59375
0,52.78125,-123.53125
0,52.78125,-123.46875
0,52.78125,-123.40625
0,52.78125,-123.34375
0,52.78125,-123.28125
0,52.78125,-123.21875
0,52.78125,-123.15625
0,52.78125,-123.09375
0,52.78125,-123.03125
0,52.78125,-122.96875
0,52.78125,-122.90625
0,52.78125,-122.84375
0,52.78125,-122.78125
0,52.78125,-122.71875
0,52.78125,-122.65625
0,52.78125,-122.59375
0,52.78125,-122.53125
0,52.78125,-122.46875
0,52.78125,-122.40625
0,52.78125,-122.34375
0,52.78125,-122.28125
0,52.78125,-122.21875
0,52.78125,-122.15625
0,52.78125,-122.09375
0,52.78125,-122.03125
0,52.78125,-121.96875
0,52.78125,-121.90625
0,52.78125,-121.84375
0,52.78125,-121.78125
0,52.78125,-121.71875
0,52.78125,-121.65625
0,52.78125,-121.59375
0,52.78125,-121.53125
0,52.78125,-121.46875
0,52.78125,-121.40625
0,52.78125,-121.34375
0,52.78125,-121.28125
0,52.78125,-121.21875
0,52.78125,-121.15625
0,52.78125,-121.09375
0,52.78125,-121.03125
0,52.78125,-120.96875
0,52.78125,-120.90625
0,52.78125,-120.84375
0,52.78125,-120.78125
0,52.78125,-120.71875
0,52.78125,-120.65625
0,52.78125,-120.59375
0,52.78125,-120.53125
0,52.78125,-120.46875
0,52.78125,-120.40625
0,52.78125,-120.34375
0,52.78125,-120.28125
0,52.78125,-120.21875
0,52.78125,-120.15625
0,52.78125,-120.09375
0,52.78125,-120.03125
0,52.78125,-119.96875
0,52.78125,-119.90625
0,52.78125,-119.84375
0,52.78125,-119.78125
412117,52.78125,-119.71875
412118,52.78125,-119.65625
412119,52.78125,-119.59375
412120,52.78125,-119.53125
412121,52.78125,-119.46875
412122,52.78125,-119.40625
412123,52.78125,-119.34375
412124,52.78125,-119.28125
412125,52.78125,-119.21875
412126,52.78125,-119.15625
412127,52.78125,-119.09375
412128,52.78125,-119.03125
412129,52.78125,-118.96875
412130,52.78125,-118.90625
0,52.78125,-118.84375
0,52.78125,-118.78125
0,52.78125,-118.71875
0,52.78125,-118.65625
0,52.78125,-118.59375
0,52.78125,-118.53125
0,52.78125,-118.46875
0,52.78125,-118.40625
0,52.78125,-118.34375
0,52.78125,-118.28125
0,52.78125,-118.21875
0,52.78125,-118.15625
0,52.78125,-118.09375
0,52.78125,-118.03125
0,52.78125,-117.96875
0,52.78125,-117.90625
0,52.78125,-117.84375
0,52.78125,-117.78125
0,52.78125,-117.71875
0,52.78125,-117.65625
0,52.78125,-117.59375
0,52.78125,-117.53125
0,52.78125,-117.46875
0,52.78125,-117.40625
0,52.78125,-117.34375
0,52.78125,-117.28125
0,52.78125,-117.21875
0,52.78125,-117.15625
0,52.78125,-117.09375
0,52.78125,-117.03125
0,52.78125,-116.96875
0,52.78125,-116.90625
0,52.78125,-116.84375
0,52.78125,-116.78125
0,52.78125,-116.71875
0,52.78125,-116.65625
0,52.78125,-116.59375
0,52.78125,-116.53125
0,52.78125,-116.46875
0,52.78125,-116.40625
0,52.78125,-116.34375
0,52.78125,-116.28125
0,52.78125,-116.21875
0,52.78125,-116.15625
0,52.78125,-116.09375
0,52.78125,-116.03125
0,52.78125,-115.96875
0,52.78125,-115.90625
0,52.78125,-115.84375
0,52.78125,-115.78125
0,52.78125,-115.71875
0,52.78125,-115.65625
0,52.78125,-115.59375
0,52.78125,-115.53125
0,52.78125,-115.46875
0,52.78125,-115.40625
0,52.78125,-115.34375
0,52.78125,-115.28125
0,52.78125,-115.21875
0,52.78125,-115.15625
0,52.78125,-115.09375
0,52.78125,-115.03125
0,52.78125,-114.96875
0,52.78125,-114.90625
0,52.78125,-114.84375
0,52.78125,-114.78125
0,52.78125,-114.71875
0,52.78125,-114.65625
0,52.78125,-114.59375
0,52.78125,-114.53125
0,52.78125,-114.46875
0,52.78125,-114.40625
0,52.78125,-114.34375
0,52.78125,-114.28125
0,52.78125,-114.21875
0,52.78125,-114.15625
0,52.78125,-114.09375
0,52.78125,-114.03125
0,52.78125,-113.96875
0,52.78125,-113.90625
0,52.78125,-113.84375
0,52.78125,-113.78125
0,52.78125,-113.71875
0,52.78125,-113.65625
0,52.78125,-113.59375
0,52.78125,-113.53125
0,52.78125,-113.46875
0,52.78125,-113.40625
0,52.78125,-113.34375
0,52.78125,-113.28125
0,52.78125,-113.21875
0,52.78125,-113.15625
0,52.78125,-113.09375
0,52.78125,-113.03125
0,52.78125,-112.96875
0,52.78125,-112.90625
0,52.78125,-112.84375
0,52.78125,-112.78125
0,52.78125,-112.71875
0,52.78125,-112.65625
0,52.78125,-112.59375
0,52.78125,-112.53125
0,52.78125,-112.46875
0,52.78125,-112.40625
0,52.78125,-112.34375
0,52.78125,-112.28125
0,52.78125,-112.21875
0,52.78125,-112.15625
0,52.78125,-112.09375
0,52.78125,-112.03125
0,52.78125,-111.96875
0,52.78125,-111.90625
0,52.78125,-111.84375
0,52.78125,-111.78125
0,52.78125,-111.71875
0,52.78125,-111.65625
0,52.78125,-111.59375
0,52.78125,-111.53125
0,52.78125,-111.46875
0,52.78125,-111.40625
0,52.78125,-111.34375
0,52.78125,-111.28125
0,52.78125,-111.21875
0,52.78125,-111.15625
0,52.78125,-111.09375
0,52.78125,-111.03125
0,52.78125,-110.96875
0,52.78125,-110.90625
0,52.78125,-110.84375
0,52.78125,-110.78125
0,52.78125,-110.71875
0,52.78125,-110.65625
0,52.78125,-110.59375
0,52.78125,-110.53125
0,52.78125,-110.46875
0,52.78125,-110.40625
0,52.78125,-110.34375
0,52.78125,-110.28125
0,52.78125,-110.21875
0,52.78125,-110.15625
0,52.78125,-110.09375
0,52.78125,-110.03125
0,52.71875,-124.59375
0,52.71875,-124.53125
0,52.71875,-124.46875
0,52.71875,-124.40625
0,52.71875,-124.34375
0,52.71875,-124.28125
0,52.71875,-124.21875
0,52.71875,-124.15625
0,52.71875,-124.09375
0,52.71875,-124.03125
0,52.71875,-123.96875
0,52.71875,-123.90625
0,52.71875,-123.84375
0,52.71875,-123.78125
0,52.71875,-123.71875
0,52.71875,-123.65625
0,52.71875,-123.59375
0,52.71875,-123.53125
0,52.71875,-123.46875
0,52.71875,-123.40625
0,52.71875,-123.34375
0,52.71875,-123.28125
0,52.71875,-123.21875
0,52.71875,-123.15625
0,52.71875,-123.09375
0,52.71875,-123.03125
0,52.71875,-122.96875
0,52.71875,-122.90625
0,52.71875,-122.84375
0,52.71875,-122.78125
0,52.71875,-122.71875
0,52.71875,-122.65625
0,52.71875,-122.59375
0,52.71875,-122.53125
0,52.71875,-122.46875
0,52.71875,-122.40625
0,52.71875,-122.34375
0,52.71875,-122.28125
0,52.71875,-122.21875
0,52.71875,-122.15625
0,52.71875,-122.09375
0,52.71875,-122.03125
0,52.71875,-121.96875
0,52.71875,-121.90625
