vicid,SumTreeFruit
300702,0.0585327184
294206,0.05812072706
297926,0.05807494583
296991,0.05770873668
310042,0.0574646
319324,0.05731201
320254,0.0565185525
308183,0.05619812
298844,5.56E-02
325818,0.05537414037
314682,0.054550168
283999,0.05406188945
330449,0.053802493
296062,0.0536956776
313762,0.053588868
321179,0.053512575
315598,0.053375249
297922,0.05288696524
301631,5.29E-02
288635,0.0528259228
320255,0.0527954077
328599,5.2E-02
333228,0.051300051
319300,0.0512542679
299774,5.1E-02
348089,0.050827022
328600,0.05065917816
322112,0.050537113
275747,0.05018615537
341586,0.05003357
315610,0.049743647
316522,0.0496521014
320233,0.04949951616
316523,0.0494537343
317447,4.94E-02
298851,0.0493469275
302559,0.0493164059
331374,0.04910278779
305341,4.9E-02
301633,0.0489044229
306299,4.88E-02
316541,0.0486908
300701,4.84E-02
314681,0.047760007
303488,0.0469207722
304447,4.69E-02
334154,0.046554563
342513,0.045974729
323961,0.04579162773
318398,0.045715331
300706,4.52E-02
323962,0.04425049073
300708,4.41E-02
329526,4.41E-02
315597,0.043334963
293278,0.043334958
320256,0.04241943437
355513,0.042068485
323039,0.041702266
312832,0.04154968
346231,0.041473385
310036,0.0414123535
296061,0.0412445021
302590,0.04086304
289565,0.0407714877
316543,0.04066468
319311,0.0406494182
297916,0.0406036419
327667,0.0403137242
296067,0.04029846
303487,4.03E-02
325810,0.0402069104
337873,0.03987121653
339725,0.0395965623
336939,0.039459223
307224,0.039276126
301629,0.0390014611
276675,0.03855896337
290493,3.84E-02
311914,0.03843688273
317471,0.03831482
292353,0.03820800946
319315,0.03793335358
338802,0.037765503
287709,0.03776549969
295138,0.03765869528
354586,0.0376434286
283997,3.76E-02
329524,0.0375976574
299773,0.03758239946
323959,3.72E-02
352728,3.71E-02
274820,0.0370635981
316535,0.03692626579
284927,0.0368042
328598,3.67E-02
339729,0.0366668699
331376,0.0364837609
289567,3.62E-02
286781,3.62E-02
323037,3.58E-02
341589,0.034835814
305344,0.0343322767
319316,0.0339965867
341587,0.0337829599
300707,3.37E-02
342519,0.03352356457
290496,3.35E-02
317446,0.033477779
306298,0.0332794219
319309,0.03286742727
328601,0.03282165037
331384,0.0327453585
307244,0.03259276758
303490,0.03240966996
316524,0.03230285938
305343,3.22E-02
323960,0.0321350103
354583,0.032058719
304448,0.03198242516
296989,0.03192138706
294204,0.0316772482
316521,0.0315856885
292355,0.0313262958
319299,0.03111267368
329525,0.0307617218
289564,0.0305328361
352729,0.030502315
320252,0.030303959
335085,0.030288694
316536,0.02989196458
323027,0.029724125
304414,0.0295562763
328605,0.0294799804
291421,0.0292053194
284924,0.02893066188
350872,0.0288085913
307245,0.02856445
321161,0.02850342088
286779,0.02848816
340658,0.02847290488
342512,0.02842712558
295135,0.02839660464
307223,0.0283813527
292354,0.028152461
302560,0.027770995
306302,0.0276946982
303486,0.0276184109
353656,0.027526852
300709,0.02748107836
332299,0.027359005
294205,0.0272521953
318396,0.027130132
298855,0.02711486886
292350,2.67E-02
314678,0.026641845
321180,0.026519771
314685,0.0265045175
327666,0.02641296439
304415,2.64E-02
323953,0.0258636467
329519,2.57E-02
297918,0.02565002768
331375,0.02560424379
290498,0.0255889913
288638,2.52E-02
327677,0.02522277595
315619,0.025207518
300710,0.02517700628
353655,0.0251159655
318399,0.025085451
291422,0.02497863939
330455,0.0249633803
292352,0.02473450128
326752,0.024642947
305375,0.02461243
318383,0.02436828373
340662,0.0241546601
329532,0.0238800037
296997,0.02383422495
295132,0.023559567
314670,0.0232543966
297915,0.02317809616
296064,0.02307128887
285852,2.3E-02
310962,0.02302551578
293279,0.02291870341
315612,0.022674563
287710,0.02259826788
302563,0.0225677503
304416,2.25E-02
307255,2.23E-02
306276,2.22E-02
293276,2.22E-02
328596,0.02206421331
327674,0.0220642131
296063,0.0220184374
296990,0.0216369599
303518,0.02139281879
314688,0.021362303
319310,0.02130126537
283067,0.02107238858
299783,2.1E-02
305367,0.0209960956
315634,2.1E-02
298876,0.0207824753
312836,2.08E-02
326751,2.06E-02
315620,0.020492557
296987,2.03E-02
316540,0.020187376
327676,0.0199432391
302558,1.99E-02
339696,1.98E-02
285855,0.019760133
341588,0.0197601285
291425,0.01954650425
346229,0.0192565916
302589,0.0190582279
302588,1.9E-02
281314,0.018829343
348087,0.018737792
330460,0.018707272
293283,0.01864624397
315594,0.01856994953
325800,0.0183258059
309107,0.0182952906
317445,0.0180511525
323956,0.01803588908
308185,0.018020631
286782,1.8E-02
311915,0.01792907369
307257,0.017822266
296065,0.0177612318
310987,0.0177154526
310035,1.75E-02
323018,0.0174407979
306301,0.0171508791
288639,1.7E-02
313758,1.7E-02
283996,0.01684570546
325802,0.01681518473
353612,0.01678467
329527,0.0167541478
339695,0.01667786
328604,0.01666259379
294210,0.01654053186
324882,0.01647948848
304438,0.016448974
327678,1.63E-02
304440,0.0162048325
309111,1.61E-02
352726,0.01612854
321183,0.015991207
323964,0.01593018016
293277,1.59E-02
316537,0.01586913858
317479,0.01580811
325823,0.0155029334
283995,0.0152130103
353654,0.015045166
305345,1.5E-02
327679,0.01486206179
323038,0.014739994
302557,0.0147399916
328602,0.01473998958
301634,0.0146484357
326726,0.0144043
275746,0.01438903816
327668,0.01434325826
310963,0.01428222697
338797,0.0142822233
317477,0.014251709
296060,0.01423644978
314671,0.01423644895
288634,1.42E-02
315613,0.014114383
326740,0.01388550159
295139,0.01380920125
273893,0.01380920016
314672,1.38E-02
292356,0.01376342546
296988,0.01371765193
341585,0.013610836
293280,0.0135955831
274821,0.0135955805
332306,0.0135192834
298875,0.0134124748
327671,0.0133972164
315591,0.0133666943
313747,0.013198853
303517,1.31E-02
310034,0.01307677858
327669,1.25E-02
347161,0.01248169
308152,0.0124664262
320244,0.012435913
323954,0.01239013779
327680,0.01237487858
298843,0.01231384173
286783,0.01229858
293284,0.0122985797
291426,0.01228332273
306275,0.01220703307
311913,0.012191773
326730,0.01197814995
329528,0.01196289308
271929,0.01190185939
323963,1.19E-02
299806,1.19E-02
326731,0.0117950485
319328,0.0117340113
288640,0.0117340055
291423,1.16E-02
325820,0.011581421
289563,0.0115509079
332316,0.01148986779
338798,0.0114440914
327657,0.0113830567
347150,0.0113525391
293281,1.13E-02
293275,0.01129150649
328603,0.01129150395
330448,0.011230469
307243,0.011169434
317476,0.01112366
318400,0.011123657
301635,0.0110473628
285854,0.01100159
296998,0.0110015867
323948,0.01094055137
310965,0.010910034
316544,0.010787964
294213,0.0107421904
343440,0.0107421875
294211,0.010681157
340652,0.0106048586
323965,0.0105896
320232,0.010513306
324894,0.010498047
273892,0.010421753
294207,0.01040649437
325822,0.010314942
287712,0.01029968067
340622,0.01026917
327675,0.01026916537
309112,0.0102233884
310966,0.01020813
283072,0.01010132
305346,0.0100860592
315615,0.010070801
290495,0.0100555415
306300,0.01005554
307227,0.01000976573
326729,1E-02
348078,0.009902955
310060,0.0097503663
292348,0.00967407246
323028,0.009643555
313761,0.0095825193
315621,0.009384155
325799,0.00933837968
316534,0.0093383786
307225,0.0092468263
324872,0.0091247565
328597,0.0091094974
316517,0.0090789796
323957,0.00903320309
296068,0.0089721682
343439,0.0089569092
325803,0.0089569089
339728,0.00894164958
323966,0.008911133
309108,0.008895874
349016,0.008834839
294203,0.00877380396
295140,0.00871276879
324895,0.008636475
304444,0.00857543958
329533,0.00857543958
348044,0.00852966358
305381,0.0083465578
340659,8.29E-03
326737,0.00827026327
296986,0.0082397459
324875,0.0082244869
274819,0.0081481935
322097,0.00811767579
299804,0.0081176757
314669,0.00799560566
344380,0.00793457058
320265,0.007888794
344331,0.007888794
323958,0.0078735356
295133,7.83E-03
310968,0.0078125004
326727,0.0077362056
337869,0.0075836184
299772,0.0075683599
323937,0.0075531007
304417,7.49E-03
353657,0.00747680666
311912,0.007385254
287711,7.29E-03
320243,0.007232666
283069,0.0072326655
321173,0.0072174071
303485,0.00720214883
311890,0.007171631
331385,7.11E-03
313756,0.0071105959
324892,0.0070953372
310058,0.0069274902
334150,6.93E-03
283071,6.91E-03
340653,0.0068969724
326741,0.0067291263
320266,0.0066986081
326749,0.0066833498
291428,0.00665283237
276672,0.00665283224
280386,0.00663757268
322113,0.0066223149
323955,0.0066223148
340657,0.0066070558
327673,0.0066070553
327672,6.58E-03
303527,0.006576538
291424,0.00654602
287713,0.00651550316
327670,6.5E-03
323968,0.0065002438
276674,0.00648498553
284923,6.44E-03
315595,0.00642394937
297927,0.00640869098
294212,0.0063934331
283068,0.00634765658
326742,0.0063018797
300700,6.26E-03
325798,0.006225586
312845,0.00617980988
331389,0.0061798095
326748,0.006134033
330446,0.00605773976
291427,0.0060577392
289568,0.00604248
310964,0.0059967044
317472,0.0059356689
332305,0.00590515166
290497,0.005874634
327654,0.0058441166
320236,5.83E-03
279459,0.00578308116
338768,0.0057525638
338844,0.005661011
314665,0.0056610105
310038,0.005645752
346233,0.00564575148
326743,0.00563049288
334157,0.005615235
301636,0.00559997588
332313,0.0054626468
355509,0.0054626465
295137,0.0054473876
336011,0.00541687
332314,0.00540161168
339694,0.005386353
297914,0.0053558349
307236,0.005310059
306307,0.005264282
329530,0.005218506
310970,5.22E-03
309109,0.005203247
316551,5.2E-03
310059,0.005187988
328606,0.0051574703
335080,5.13E-03
325824,0.005126953
323015,0.00511169454
313694,0.004989624
333235,0.0049285893
326750,0.0048522951
299805,0.0048370359
311916,0.0048217773
327653,0.004821777
333234,0.00473022467
345300,0.0046997075
347158,0.0046997075
292349,0.0046844481
319338,0.004638672
308189,4.62E-03
289566,0.00462341324
325801,0.0046081541
286785,0.00459289537
300733,0.0045471195
281315,4.47E-03
339731,0.004470825
315614,4.46E-03
282146,0.004440308
330461,0.0044097897
340663,0.0043945312
293285,0.0043792729
323010,0.0043640138
284098,0.0042877196
306273,0.0042572017
339733,0.0042419438
301637,0.00421142608
323012,0.0041809083
316545,0.0041656494
313744,4.15E-03
276673,0.00411987337
318373,4.12E-03
293274,0.00408935508
282140,4.06E-03
309080,4.06E-03
311906,0.0040588379
323014,0.0040130614
337916,0.0039978031
329520,3.98E-03
305347,0.0039672855
313755,0.0039672853
318402,0.003967285
326753,0.0039215091
310040,0.0039215083
285851,3.91E-03
303499,0.00387573253
323967,0.0038604734
307261,0.003829956
311907,0.0038146969
325825,0.0037994385
311911,0.0037994381
275744,0.00378417953
276676,3.78E-03
313736,0.0036010747
275749,0.003601074
319335,0.003555298
349945,0.0035400388
347115,0.00354003879
329531,0.00349426238
306272,0.00347900408
306304,0.0034637453
332315,0.00344848668
314686,0.0034484866
277604,3.45E-03
299807,0.00341796879
314687,0.0034027101
306271,0.00340270996
296059,0.0033721926
342523,0.00332641645
301644,0.003311157
346224,3.3E-03
313757,0.0032958986
277606,0.00325012178
307262,0.003234863
346223,0.0032196046
282145,0.003204346
282147,0.0031585693
275745,0.0031433096
295141,0.003128052
305356,0.00311279288
319337,0.003067017
295136,2.99E-03
277605,2.98E-03
321185,0.0029602049
325809,0.0029449461
289570,2.93E-03
294209,0.00291442891
282242,0.0029144288
349014,0.0029144283
349017,0.0028991703
319298,0.0028991699
323947,0.00288391088
310009,0.0028686523
323040,0.002868652
332317,0.002853394
316516,0.00285339377
277602,0.00285339309
308153,0.0028381344
350875,0.0028228759
271928,2.78E-03
299784,2.76E-03
346234,0.0027618404
347114,2.73E-03
340654,0.00273132356
277601,0.0027313229
300732,0.0027160648
325793,0.0027008058
306270,0.00270080523
319312,0.002685547
306306,0.002670288
290499,2.67E-03
348974,0.002655029
312822,2.62E-03
313746,0.0026092531
321188,0.0025634765
305377,0.002532959
302571,0.0025176999
279458,0.00250244157
302608,0.002487183
302569,0.0024871829
283170,0.0024566653
285850,0.00242614779
321184,0.0024261472
304449,0.002426147
300711,0.0024108885
331377,2.37E-03
306328,2.35E-03
314695,0.002334595
315592,0.00233459459
280289,2.3E-03
283075,0.0022888186
310033,2.27E-03
311894,2.26E-03
345295,2.24E-03
331387,0.00224304209
344372,0.0022277837
312823,0.00221252456
333236,2.21E-03
304413,0.0022125241
283169,0.002197266
282241,0.002182007
337861,0.002182007
351803,0.0021667478
335083,0.0021514894
281217,2.15E-03
315596,0.0021362308
354540,0.0021209721
330459,2.12E-03
349944,0.0020751949
315616,0.0020599368
299803,0.0020599365
311891,2.06E-03
280387,0.0020446782
307203,0.002044678
316531,0.0020446779
305357,0.00202941936
287707,2.03E-03
282243,0.0020294184
287714,0.0020141605
330456,0.00201416046
325821,0.00201416028
328576,2E-03
336951,0.001998901
310937,0.0019989009
276677,2E-03
348042,0.0019836425
335084,0.00196838389
349943,0.0019683838
310971,1.97E-03
325804,0.00195312535
289569,0.001953125
289562,1.95E-03
256164,1.94E-03
351800,1.94E-03
336940,1.92E-03
283070,0.00190734888
336910,0.00189209
312844,0.0018920897
311895,1.89E-03
323041,0.0018615727
303515,0.0018615725
284000,0.001861572
310976,1.86E-03
338767,0.001846313
323017,0.001831055
301642,0.0018310547
311910,0.0018310545
278533,1.82E-03
326728,0.0018005372
283168,1.77E-03
298856,0.0017700191
324881,0.0017547611
289571,1.74E-03
295131,0.00172424355
341601,0.0017242435
280390,0.00172424328
317444,1.72E-03
286784,0.00172424273
322107,1.71E-03
281316,0.0017089844
300734,0.001708984
335098,0.00167846708
280385,0.0016784668
324876,0.0016632081
280389,0.0016479492
330445,0.0016479491
306336,0.0016326904
323945,0.001617432
345306,0.00161743167
344374,1.62E-03
274823,0.00160217287
334169,0.001586914
294202,1.57E-03
344367,1.56E-03
306269,0.00155639626
282141,0.001541138
354582,0.00154113786
274818,0.0015411377
277599,0.0015411377
318382,0.0015411376
318387,0.0015411376
341594,0.0015411374
310032,1.53E-03
329504,0.00151062
323011,1.5E-03
346187,0.0014801025
277603,1.48E-03
292346,1.46E-03
285025,1.46E-03
286778,0.00144958537
256162,1.45E-03
331370,1.45E-03
327647,0.0014343263
279465,0.0014190677
311909,0.0014190677
307226,0.0014190673
313737,0.0014038086
266366,0.00138855
323941,1.39E-03
339738,1.37E-03
296069,0.00137329098
343441,1.37E-03
349013,0.00137329083
311896,0.0013732907
322080,0.0013580321
317473,0.0013427735
324893,0.0013427735
313745,1.33E-03
310043,0.0013275145
323013,0.0013122558
342528,0.0012969971
323940,0.00129699709
313773,0.0012817387
283073,1.28E-03
330444,0.001281738
280388,1.27E-03
258009,1.27E-03
286774,0.001251221
341550,0.001251221
304418,1.25E-03
337917,1.25E-03
298842,0.0012512207
312768,0.001235962
294208,0.00123596192
327656,0.0012359619
331388,0.0012207033
294214,0.0012207031
309110,0.0012207031
346213,0.0012207031
302568,0.0012207031
302570,0.00120544429
301628,0.0011901856
302572,0.0011901855
309117,0.001174927
321186,0.0011749269
353609,0.0011749268
281219,0.00117492676
296985,0.00117492675
337866,0.0011749267
281218,0.001159668
284928,0.001159668
334165,1.16E-03
320251,1.16E-03
349966,0.0011444093
339734,0.00114440916
336006,1.14E-03
336007,1.13E-03
332318,1.13E-03
307235,0.0011291504
336923,0.0011291504
329534,1.13E-03
352685,0.00112915
275639,0.001113892
337841,0.0011138916
355510,0.0011138916
292345,0.00111389157
290492,1.11E-03
319339,0.001098633
315623,0.0010986328
318401,0.0010986328
318371,0.00109863276
315622,1.08E-03
338794,1.08E-03
279457,1.08E-03
347151,1.08E-03
330457,1.08E-03
303516,1.07E-03
317465,0.0010681152
348085,0.00105285647
304443,0.00105285643
343447,1.05E-03
347152,0.00105285638
297913,0.00105285637
304497,0.001052856
341595,0.001052856
288641,0.001037598
321178,0.0010223389
347140,1.02E-03
278532,1.02E-03
335088,0.00100708
312841,0.0009918213
318372,0.0009918213
279462,9.92E-04
302556,0.0009765625
305376,0.0009765625
320257,0.0009765625
327655,9.77E-04
301638,9.61E-04
281313,0.0009613037
345299,0.00096130368
331386,0.000946045
301643,9.46E-04
277600,9.46E-04
293307,9.46E-04
339735,0.0009460449
310057,0.0009460449
293286,0.0009307861
308188,0.0009307861
338804,0.0009307861
313770,0.00091552738
338815,9.16E-04
347162,0.00091552736
256163,9.16E-04
332321,0.0009155273
293308,0.0009002686
311898,0.0008850098
317474,0.0008850098
352686,0.0008850098
312824,8.85E-04
352727,0.000869751
316515,0.00085449225
317443,8.54E-04
336016,0.0008544922
301641,0.0008392334
306346,0.0008392334
339744,8.39E-04
305370,0.0008239747
285856,0.00082397463
304485,8.24E-04
309090,0.0008239746
317439,0.0008239746
355524,0.0008239746
338806,8.24E-04
278534,8.24E-04
292347,0.00082397456
288633,0.000793457
306340,0.000793457
343451,0.000793457
349015,0.000793457
329509,7.93E-04
301640,0.00079345695
286787,0.00077819828
312842,0.0007781982
327658,0.0007781982
328580,0.0007781982
338845,0.0007781982
280288,0.0007629395
281216,0.0007629395
312838,0.0007629395
320224,7.63E-04
349006,7.48E-04
301639,7.48E-04
313693,0.0007476807
338843,0.0007476807
303500,0.0007476807
314666,0.0007476807
282246,0.0007324219
306308,0.0007324219
330443,0.0007324219
285857,7.32E-04
304426,7.32E-04
327644,7.32E-04
317466,0.0007171631
340661,0.0007171631
302565,7.02E-04
279464,0.0007019043
282142,0.0007019043
310974,0.0007019043
348043,0.0007019043
313740,0.0007019043
278528,7.02E-04
328578,6.87E-04
274817,0.0006866455
281317,0.0006713867
338814,0.0006713867
355467,0.0006713867
325794,0.0006561279
335102,0.0006561279
296984,0.00065612787
311902,0.0006408691
354539,0.0006408691
280391,6.41E-04
275750,0.00062561039
302587,6.26E-04
308131,6.26E-04
302578,0.0006103516
305348,0.0006103516
333241,0.0006103516
288662,6.1E-04
304428,0.00061035154
296166,0.00059509285
278530,5.95E-04
282144,0.0005950928
308134,0.0005950928
309104,0.0005950928
328581,5.95E-04
270184,0.000579834
309118,0.000579834
337915,0.000579834
301649,5.8E-04
350877,0.00057983396
315628,5.65E-04
278531,0.0005645752
350871,5.65E-04
293287,0.0005645751
303497,0.00054931641
323034,0.0005493164
338810,0.0005493164
280384,5.49E-04
311917,5.34E-04
348086,0.00053405765
258008,0.0005340576
295142,0.0005340576
310044,0.0005340576
339737,5.34E-04
326736,0.0005187989
307237,0.00051879889
276682,0.00051879887
306344,5.19E-04
278529,0.0005187988
279360,0.0005187988
304437,0.0005187988
321152,0.0005187988
353611,0.0005187988
300715,5.04E-04
314693,5.04E-04
283065,5.04E-04
306335,0.00050354
333242,0.00050354
338811,0.00050354
319329,0.0004882813
334159,0.0004882813
347163,0.0004882813
322105,4.88E-04
349942,4.88E-04
322103,4.88E-04
308130,4.88E-04
302577,0.0004730225
307273,0.0004730225
323971,0.0004730225
313743,4.73E-04
352731,4.73E-04
327664,0.0004730224
305369,0.0004730224
315588,0.0004577637
271001,0.0004577637
316512,0.0004577637
320213,0.0004577637
340660,0.0004577637
328579,0.0004577637
312846,4.58E-04
308125,4.58E-04
332319,0.0004577636
305371,0.0004425049
325797,0.0004425049
318407,4.43E-04
298020,4.43E-04
309059,4.43E-04
337867,0.00044250485
322083,4.43E-04
326744,4.43E-04
311864,4.27E-04
305378,0.0004272461
307204,0.0004272461
326720,0.0004272461
302594,4.27E-04
279461,4.27E-04
312840,4.27E-04
294238,4.27E-04
336977,4.27E-04
294311,0.000427246
292357,4.12E-04
332298,4.12E-04
280393,4.12E-04
326745,0.0004119873
332320,0.0004119873
302564,4.12E-04
345303,0.00041198728
346214,4.12E-04
303498,3.97E-04
274822,0.0003967285
311903,0.0003967285
320223,0.0003967285
328575,0.0003967285
343448,0.0003967285
336950,3.97E-04
333243,3.97E-04
337862,3.97E-04
315593,0.0003814698
342521,3.81E-04
277608,3.81E-04
306337,0.0003814697
349967,0.0003814697
329529,3.66E-04
336028,3.66E-04
268209,0.00036621096
309987,3.66E-04
283063,0.0003662109
310041,0.0003662109
338805,0.0003662109
349012,0.0003509522
333245,3.51E-04
304427,0.00035095217
291417,3.51E-04
277607,3.51E-04
344366,3.51E-04
295130,0.00035095213
334172,3.51E-04
292381,3.51E-04
276681,3.51E-04
257090,0.0003509521
308165,0.0003509521
308173,0.0003509521
325792,0.0003509521
327663,0.0003509521
343443,0.0003509521
351757,0.0003509521
284097,0.0003356934
296070,0.0003356934
303530,0.0003356934
326735,0.0003356934
329507,0.0003356934
341600,0.0003356934
328607,3.36E-04
281318,0.00033569335
292358,3.36E-04
287703,0.0003204346
303523,0.0003204346
336934,0.0003204346
286786,3.2E-04
306305,3.2E-04
349947,0.00032043458
346232,3.2E-04
326725,3.2E-04
308168,3.2E-04
312807,3.2E-04
343442,0.0003204345
279460,3.05E-04
336978,0.0003051758
278535,0.0003051758
282240,0.0003051758
326722,0.0003051758
329505,0.0003051758
333246,0.0003051758
336015,0.0003051758
336945,0.0003051758
305432,3.05E-04
349951,3.05E-04
319313,3.05E-04
281312,3.05E-04
328577,3.05E-04
289669,2.9E-04
277486,0.000289917
279455,0.000289917
281311,0.000289917
304419,0.000289917
310984,0.000289917
312825,0.000289917
338808,0.000289917
340673,0.000289917
346262,0.000289917
276678,2.9E-04
276565,2.9E-04
284099,2.9E-04
336030,2.9E-04
329518,0.00028991696
280392,2.9E-04
312808,2.75E-04
272967,2.75E-04
323969,2.75E-04
288643,0.0002746582
288644,0.0002746582
315625,0.0002746582
322114,2.75E-04
283173,2.59E-04
297947,2.59E-04
300712,2.59E-04
345307,2.59E-04
314701,0.0002593994
279463,0.0002593994
320267,0.0002593994
333244,0.0002593994
339824,0.0002593994
348972,0.0002593994
354536,0.0002593994
344379,2.59E-04
280395,0.00024414067
313771,2.44E-04
328574,2.44E-04
296983,2.44E-04
299786,2.44E-04
328591,2.44E-04
297911,2.44E-04
309089,2.44E-04
335082,2.44E-04
283074,0.0002441406
285952,0.0002441406
301650,0.0002441406
304407,0.0002441406
308187,0.0002441406
310039,0.0002441406
312769,0.0002441406
317441,0.0002441406
323006,0.0002441406
327652,0.0002441406
342524,0.0002441406
343449,0.0002441406
351758,0.0002441406
302566,0.00024414059
303496,0.00024414058
291420,2.29E-04
311884,2.29E-04
321187,2.29E-04
309091,2.29E-04
306274,2.29E-04
276680,2.29E-04
327648,2.29E-04
309128,2.29E-04
279456,0.0002288818
304424,0.0002288818
308132,0.0002288818
309115,0.0002288818
318384,0.0002288818
341596,0.0002288818
354597,0.0002288818
354599,0.0002288818
327629,0.00022888179
313774,2.14E-04
282131,2.14E-04
282244,2.14E-04
297912,0.00021362308
