"fips","location"
"53057","48.53125_-122.21875"
"53057","48.53125_-122.15625"
"53057","48.53125_-122.09375"
"53057","48.53125_-122.03125"
"53057","48.53125_-121.96875"
"53057","48.53125_-121.90625"
"53057","48.53125_-121.84375"
"53057","48.53125_-121.78125"
"53057","48.53125_-121.71875"
"53057","48.53125_-121.65625"
"53057","48.53125_-121.59375"
"53057","48.53125_-121.53125"
"53057","48.53125_-121.46875"
"53057","48.53125_-121.40625"
"53057","48.53125_-121.34375"
"53057","48.53125_-121.28125"
"53057","48.53125_-121.21875"
"53057","48.53125_-121.15625"
"53057","48.53125_-121.09375"
"53057","48.53125_-121.03125"
"53057","48.53125_-120.96875"
"53057","48.53125_-120.90625"
"53057","48.53125_-120.78125"
"53057","48.53125_-120.71875"
"53057","48.59375_-122.40625"
"53057","48.59375_-122.34375"
"53057","48.59375_-122.28125"
"53057","48.59375_-122.21875"
"53057","48.59375_-122.15625"
"53057","48.59375_-122.09375"
"53057","48.59375_-122.03125"
"53057","48.59375_-121.96875"
"53057","48.59375_-121.90625"
"53057","48.59375_-121.84375"
"53057","48.59375_-121.78125"
"53057","48.59375_-121.71875"
"53057","48.59375_-121.65625"
"53057","48.59375_-121.59375"
"53057","48.59375_-121.53125"
"53057","48.59375_-121.46875"
"53057","48.59375_-121.40625"
"53057","48.59375_-121.34375"
"53057","48.59375_-121.28125"
"53057","48.59375_-121.21875"
"53057","48.59375_-121.15625"
"53057","48.59375_-121.09375"
"53057","48.59375_-121.03125"
"53057","48.59375_-120.96875"
"53057","48.59375_-120.90625"
"53057","48.59375_-120.84375"
"53057","48.59375_-120.78125"
"53073","48.65625_-122.46875"
"53073","48.65625_-122.40625"
"53073","48.65625_-122.34375"
"53073","48.65625_-122.28125"
"53073","48.65625_-122.21875"
"53073","48.65625_-122.15625"
"53073","48.65625_-122.09375"
"53073","48.65625_-122.03125"
"53073","48.65625_-121.96875"
"53073","48.65625_-121.90625"
"53073","48.65625_-121.84375"
"53073","48.65625_-121.78125"
"53073","48.65625_-121.71875"
"53073","48.65625_-121.65625"
"53073","48.65625_-121.59375"
"53073","48.65625_-121.53125"
"53073","48.65625_-121.46875"
"53073","48.65625_-121.40625"
"53073","48.65625_-121.34375"
"53073","48.65625_-121.28125"
"53073","48.65625_-121.21875"
"53073","48.65625_-121.15625"
"53073","48.65625_-121.09375"
"53073","48.65625_-121.03125"
"53073","48.65625_-120.96875"
"53073","48.65625_-120.90625"
"53057","48.65625_-120.84375"
"53073","48.65625_-120.78125"
"53073","48.71875_-122.46875"
"53073","48.71875_-122.40625"
"53073","48.71875_-122.34375"
"53073","48.71875_-122.28125"
"53073","48.71875_-122.21875"
"53073","48.71875_-122.15625"
"53073","48.71875_-122.09375"
"53073","48.71875_-122.03125"
"53073","48.71875_-121.96875"
"53073","48.71875_-121.90625"
"53073","48.71875_-121.84375"
"53073","48.71875_-121.78125"
"53073","48.71875_-121.71875"
"53073","48.71875_-121.65625"
"53073","48.71875_-121.59375"
"53073","48.71875_-121.53125"
"53073","48.71875_-121.46875"
"53073","48.71875_-121.40625"
"53073","48.71875_-121.34375"
"53073","48.71875_-121.28125"
"53073","48.71875_-121.21875"
"53073","48.71875_-121.15625"
"53073","48.71875_-121.09375"
"53073","48.71875_-121.03125"
"53073","48.71875_-120.96875"
"53073","48.71875_-120.90625"
"53073","48.71875_-120.84375"
"53073","48.71875_-120.78125"
"53073","48.71875_-120.71875"
"53073","48.78125_-122.65625"
"53073","48.78125_-122.59375"
"53073","48.78125_-122.53125"
"53073","48.78125_-122.46875"
"53073","48.78125_-122.40625"
"53073","48.78125_-122.34375"
"53073","48.78125_-122.28125"
"53073","48.78125_-122.21875"
"53073","48.78125_-122.15625"
"53073","48.78125_-122.09375"
"53073","48.78125_-122.03125"
"53073","48.78125_-121.96875"
"53073","48.78125_-121.90625"
"53073","48.78125_-121.84375"
"53073","48.78125_-121.78125"
"53073","48.78125_-121.71875"
"53073","48.78125_-121.65625"
"53073","48.78125_-121.59375"
"53073","48.78125_-121.53125"
"53073","48.78125_-121.46875"
"53073","48.78125_-121.40625"
"53073","48.78125_-121.34375"
"53073","48.78125_-121.28125"
"53073","48.78125_-121.21875"
"53073","48.78125_-121.15625"
"53073","48.78125_-121.09375"
"53073","48.78125_-121.03125"
"53073","48.78125_-120.96875"
"53073","48.78125_-120.90625"
"53073","48.78125_-120.84375"
"53073","48.78125_-120.78125"
"53073","48.84375_-122.71875"
"53073","48.84375_-122.65625"
"53073","48.84375_-122.59375"
"53073","48.84375_-122.53125"
"53073","48.84375_-122.46875"
"53073","48.84375_-122.40625"
"53073","48.84375_-122.34375"
"53073","48.84375_-122.28125"
"53073","48.84375_-122.21875"
"53073","48.84375_-122.15625"
"53073","48.84375_-122.09375"
"53073","48.84375_-122.03125"
"53073","48.84375_-121.96875"
"53073","48.84375_-121.90625"
"53073","48.84375_-121.84375"
"53073","48.84375_-121.78125"
"53073","48.84375_-121.71875"
"53073","48.84375_-121.65625"
"53073","48.84375_-121.59375"
"53073","48.84375_-121.53125"
"53073","48.84375_-121.46875"
"53073","48.84375_-121.40625"
"53073","48.84375_-121.34375"
"53073","48.84375_-121.28125"
"53073","48.84375_-121.21875"
"53073","48.84375_-121.15625"
"53073","48.84375_-121.09375"
"53073","48.84375_-121.03125"
"53073","48.84375_-120.96875"
"53073","48.84375_-120.90625"
"53073","48.84375_-120.84375"
"53073","48.84375_-120.78125"
"53073","48.90625_-122.71875"
"53073","48.90625_-122.65625"
"53073","48.90625_-122.59375"
"53073","48.90625_-122.53125"
"53073","48.90625_-122.46875"
"53073","48.90625_-122.40625"
"53073","48.90625_-122.34375"
"53073","48.90625_-122.28125"
"53073","48.90625_-122.21875"
"53073","48.90625_-122.15625"
"53073","48.90625_-122.09375"
"53073","48.90625_-122.03125"
"53073","48.90625_-121.96875"
"53073","48.90625_-121.90625"
"53073","48.90625_-121.84375"
"53073","48.90625_-121.78125"
"53073","48.90625_-121.71875"
"53073","48.90625_-121.65625"
"53073","48.90625_-121.59375"
"53073","48.90625_-121.53125"
"53073","48.90625_-121.46875"
"53073","48.90625_-121.40625"
"53073","48.90625_-121.34375"
"53073","48.90625_-121.28125"
"53073","48.90625_-121.21875"
"53073","48.90625_-121.15625"
"53073","48.90625_-121.09375"
"53073","48.90625_-121.03125"
"53073","48.90625_-120.96875"
"53073","48.90625_-120.90625"
"53073","48.90625_-120.84375"
"53073","48.90625_-120.78125"
"53073","48.96875_-122.71875"
"53073","48.96875_-122.65625"
"53073","48.96875_-122.59375"
"53073","48.96875_-122.53125"
"53073","48.96875_-122.46875"
"53073","48.96875_-122.40625"
"53073","48.96875_-122.34375"
"53073","48.96875_-122.28125"
"53073","48.96875_-122.21875"
"53073","48.96875_-122.15625"
"53073","48.96875_-122.09375"
"53073","48.96875_-122.03125"
"53073","48.96875_-121.96875"
"53073","48.96875_-121.90625"
"53073","48.96875_-121.84375"
"53073","48.96875_-121.78125"
"53073","48.96875_-121.71875"
"53073","48.96875_-121.65625"
"53073","48.96875_-121.59375"
"53073","48.96875_-121.53125"
"53073","48.96875_-121.46875"
"53073","48.96875_-121.40625"
"53073","48.96875_-121.34375"
"53073","48.96875_-121.28125"
"53073","48.96875_-121.21875"
"53073","48.96875_-121.15625"
"53073","48.96875_-121.09375"
"53073","48.96875_-121.03125"
"53073","48.96875_-120.96875"
"53073","48.96875_-120.90625"
"53073","49.03125_-122.71875"
"53073","49.03125_-122.65625"
"53073","49.03125_-122.59375"
"53073","49.03125_-122.53125"
"53073","49.03125_-122.46875"
"53073","49.03125_-122.40625"
"53073","49.03125_-122.34375"
"53073","49.03125_-122.28125"
"53073","49.03125_-122.21875"
"53073","49.03125_-122.15625"
